epoch,learning_rate,total_loss,loss_classifier,loss_box_reg,loss_objectness,loss_rpn_box_reg,epoch_seconds,peak_memory_gb
1,0.005,0.6895978032052517,0.3923464375734329,0.26248997785151007,0.015610879497471615,0.019150506478035824,34.52550340001471,3.727987289428711
