epoch,learning_rate,total_loss,loss_classifier,loss_box_reg,loss_objectness,loss_rpn_box_reg,epoch_seconds,peak_memory_gb
1,0.0025,0.7370994408428669,0.43218276232481,0.2730965367332101,0.013355635761472513,0.01846450155655475,20.25653659994714,1.548508644104004
